,race,username,date,tweet,language,like_count,winner,clean_tweet
2336,Hungary_21,Carlossainz55,2021-07-31 16:40:12+00:00,"🇭🇺 This one hurts after a promising Q1. I checked the data and I was caught out by a big gust of wind. Not an excuse, a mistake on track and I apologize to the entire team. Not the best track to overtake, but I’ll give it all to recover tomorrow.

👉https://t.co/dEfVSOcNLj https://t.co/tZrj8dBKhG",en,5811,0,"🇭🇺 This one hurts after a promising Q1. I checked the data and I was caught out by a big gust of wind. Not an excuse, a mistake on track and I apologize to the entire team. Not the best track to overtake, but I’ll give it all to recover tomorrow. backhand_index_pointing_right"
2337,Hungary_21,LewisHamilton,2021-08-02 16:18:30+00:00,"Congratulations to @OconEsteban for his first win - he's been a real star and it’s so exciting to watch. I fought my heart out, gave it everything, feel pretty good about P2 in Hungary. To everyone who checked in, thank you. I’m just fine — ready for some rest! https://t.co/e6u5rkXcjU",en,80285,0,"Congratulations to for his first win - he's been a real star and it’s so exciting to watch. I fought my heart out, gave it everything, feel pretty good about P2 in Hungary. To everyone who checked in, thank you. I’m just fine — ready for some rest!"
2338,Hungary_21,LewisHamilton,2021-07-31 19:16:57+00:00,Team work makes the dream work :),en,17667,0,Team work makes the dream work :)
2339,Hungary_21,LewisHamilton,2021-07-31 19:14:56+00:00,"I’m so proud of the team today. With everything that’s happened this past week, they have all stayed composed and focused. Fighting like the champions they all are. We still have a lot of work to do but thank you all for all the positive energy and support #teamlh ❤️🙏🏾 https://t.co/GsfPOIvIcK",en,46442,0,"I’m so proud of the team today. With everything that’s happened this past week, they have all stayed composed and focused. Fighting like the champions they all are. We still have a lot of work to do but thank you all for all the positive energy and support #teamlh red_heart️folded_handsmedium-dark_skin_tone"
2340,Hungary_21,LandoNorris,2021-08-01 14:54:32+00:00,Well that was a great race.,en,148692,0,Well that was a great race.
2341,Hungary_21,LandoNorris,2021-07-31 08:39:39+00:00,Ready to do this 👊 https://t.co/VOrweFWe6D,en,30666,0,Ready to do this oncoming_fist
2342,Hungary_21,OconEsteban,2021-08-02 19:16:30+00:00,@joesaward Thank you Joe !,en,324,1,Thank you Joe !
2343,Hungary_21,OconEsteban,2021-08-02 19:13:54+00:00,"@LewisHamilton Thanks so much man means a lot ! Congrats on a crazy comeback, and enjoy some well deserved time off ! See you soon:)",en,11803,1,"Thanks so much man means a lot ! Congrats on a crazy comeback, and enjoy some well deserved time off ! See you soon:)"
2344,Hungary_21,OconEsteban,2021-08-01 19:30:30+00:00,"Merci beaucoup président, ce fût une joie d’entendre La Marseillaise sur le podium 🇫🇷 !",fr,34248,1,"Merci beaucoup président, ce fût une joie d’entendre La Marseillaise sur le podium 🇫🇷 !"
2345,Hungary_21,OconEsteban,2021-08-01 19:05:14+00:00,"I don’t know what to write I’m lost for words, we just won the Hungarian @f1 Grand Prix i will forever remember this moment !!🔥
Thank you to @AlpineF1Team without them I would not have make it, and what a drive by the legend himself @alo_oficial he’s part of this too 🔥 #P1 https://t.co/PpbyTOD4oL",en,57937,1,"I don’t know what to write I’m lost for words, we just won the Hungarian Grand Prix i will forever remember this moment !!fire Thank you to without them I would not have make it, and what a drive by the legend himself he’s part of this too fire #P1"
2346,Hungary_21,OconEsteban,2021-07-31 17:50:50+00:00,P8 and back in Q3 happy with that! 😋 Visor down for tomorrow 🔥 #EO31 #HungarianGP https://t.co/ZBmwT5MuY1,en,2391,1,P8 and back in Q3 happy with that! face_savouring_delicious_food Visor down for tomorrow fire #EO31 #HungarianGP
2347,Hungary_21,alo_oficial,2021-08-01 20:03:35+00:00,Thanks @F1  💙 https://t.co/h01yWiRCun,en,119222,0,Thanks blue_heart
2348,Hungary_21,alo_oficial,2021-08-01 19:01:05+00:00,Bravo @AlpineF1Team . Historic day for the brand 💙 . #team,en,27204,0,Bravo . Historic day for the brand blue_heart . #team
2349,Hungary_21,alo_oficial,2021-07-31 15:20:53+00:00,"Q3 again . Nice day out there, we had a fast car all day long 🔥 and we are ready for the race 🙏! @alpinef1team #alpine #f1 #budapest https://t.co/SxjeqHz5j0",en,5106,0,"Q3 again . Nice day out there, we had a fast car all day long fire and we are ready for the race folded_hands! #alpine #f1 #budapest"
2350,Hungary_21,PierreGASLY,2021-08-01 17:44:21+00:00,"P6 &amp; Fastest Lap. 
What a mess at the start. Not much to say, unlucky today. We dropped to last after the mess so good recovery after that. Congrats to Esteban &amp; Alpine today.🇫🇷 https://t.co/O0wQMvQzIu",en,26692,0,"P6 &amp; Fastest Lap. What a mess at the start. Not much to say, unlucky today. We dropped to last after the mess so good recovery after that. Congrats to Esteban &amp; Alpine today.🇫🇷"
2351,Hungary_21,PierreGASLY,2021-08-01 17:43:40+00:00,@NicholasLatifi @F1 @WilliamsRacing Congrats mate,en,3638,0,Congrats mate
2352,Hungary_21,PierreGASLY,2021-07-31 17:04:30+00:00,"P5 !!! HAPPY😁what a lap, great day in the office today!! Enjoyed every single lap around this amazing track. https://t.co/qtc4TTx8y1",en,36397,0,"P5 !!! HAPPYgrinning_face_with_smiling_eyeswhat a lap, great day in the office today!! Enjoyed every single lap around this amazing track."
2353,Hungary_21,NicholasLatifi,2021-08-02 09:31:00+00:00,#HungarianGP 💙💙 Still buzzing! Six points in the bag and double points for @WilliamsRacing!! https://t.co/1XiWIhcBMU,en,7157,0,#HungarianGP blue_heartblue_heart Still buzzing! Six points in the bag and double points for
2354,Hungary_21,NicholasLatifi,2021-08-01 17:47:07+00:00,A huge team effort.  Thanks to everyone for all their hard work 👊🏼,en,5825,0,A huge team effort. Thanks to everyone for all their hard work oncoming_fistmedium-light_skin_tone
2355,Hungary_21,NicholasLatifi,2021-08-01 17:39:52+00:00,My first points in #F1 and a double points finish for @williamsracing 😃 #NL6 #wearewilliams https://t.co/oQ2bk4lMO1,en,9461,0,My first points in #F1 and a double points finish for smiling_face_with_open_mouth #NL6 #wearewilliams
2356,Hungary_21,NicholasLatifi,2021-08-01 17:25:20+00:00,Wow wow wow! What a race! Still soaking it in! The opportunity came and we took it! First points in @F1 for me and a double points finish for the team. So happy for all of them. The guys and girls at @WilliamsRacing deserve it all and so much more! #F1,en,38835,0,Wow wow wow! What a race! Still soaking it in! The opportunity came and we took it! First points in for me and a double points finish for the team. So happy for all of them. The guys and girls at deserve it all and so much more! #F1
2357,Hungary_21,NicholasLatifi,2021-08-01 08:30:34+00:00,Race Day... let's go! 🇭🇺 #HungarianGP #NL6 https://t.co/A73DiZiXcU,en,2130,0,Race Day... let's go! 🇭🇺 #HungarianGP #NL6
2358,Hungary_21,NicholasLatifi,2021-07-31 08:00:35+00:00,Good morning! 👋🏻 #HungarianGP #NL6 https://t.co/9a4QuaQEb7,en,1199,0,Good morning! waving_handlight_skin_tone #HungarianGP #NL6
2359,Hungary_20,Max33Verstappen,2020-07-19 19:10:11+00:00,Giving my old mate a ride home 👊🏻 #Monaco https://t.co/SJP4wBYsEx,en,71054,0,Giving my old mate a ride home oncoming_fistlight_skin_tone #Monaco
2360,Hungary_20,Max33Verstappen,2020-07-19 16:26:43+00:00,First of all a big thanks to my mechanics for doing an incredible job fixing the car in record time 💪 I’m very happy finishing 2nd! #KeepPushing 🇭🇺 #HungarianGP https://t.co/FKSEEfAyNA,en,25175,0,First of all a big thanks to my mechanics for doing an incredible job fixing the car in record time flexed_biceps I’m very happy finishing 2nd! #KeepPushing 🇭🇺 #HungarianGP
2361,Hungary_20,Max33Verstappen,2020-07-19 09:05:55+00:00,R A C E D A Y 🦁 #UnleashTheLion #KeepPushing 🇭🇺 #HungarianGP https://t.co/1fCiOmSQ0H,en,9377,0,R A C E D A Y lion_face #UnleashTheLion #KeepPushing 🇭🇺 #HungarianGP
2362,Hungary_20,Max33Verstappen,2020-07-18 14:40:24+00:00,"We tried a lot, but P7 in qualifying is a very disappointing result and not what we want. Tomorrow during the race I will try to do the best I can to gain positions #KeepPushing 🇭🇺 #HungarianGP https://t.co/xHvWqAxomb",en,11477,0,"We tried a lot, but P7 in qualifying is a very disappointing result and not what we want. Tomorrow during the race I will try to do the best I can to gain positions #KeepPushing 🇭🇺 #HungarianGP"
2363,Hungary_20,Max33Verstappen,2020-07-18 09:05:39+00:00,Qualifying day 🦁 #UnleashTheLion #KeepPushing 🇭🇺 #HungarianGP https://t.co/WXzHjRY2Fa,en,4886,0,Qualifying day lion_face #UnleashTheLion #KeepPushing 🇭🇺 #HungarianGP
2364,Hungary_20,Charles_Leclerc,2020-07-20 19:12:16+00:00,😂😂😂,art,26667,0,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
2365,Hungary_20,Charles_Leclerc,2020-07-19 17:36:37+00:00,"Gave it all defending at the beginning of the race but struggle too much with the soft tyres.
Loads of work to do though as it hasn't been an easy race performance wise. 
Thanks for the continuous support even through the tough times. https://t.co/TFk3sjZcXO",en,20063,0,Gave it all defending at the beginning of the race but struggle too much with the soft tyres. Loads of work to do though as it hasn't been an easy race performance wise. Thanks for the continuous support even through the tough times.
2366,Hungary_20,SChecoPerez,2020-07-20 19:38:26+00:00,Bueno... 6 puntos que saben a gloria después de una mala arrancada y esto. 👀👇,es,6554,0,Bueno... 6 puntos que saben a gloria después de una mala arrancada y esto. eyesbackhand_index_pointing_down
2367,Hungary_20,SChecoPerez,2020-07-19 17:43:54+00:00,"Bueno, se van las primeras 3 del año, estamos en la pelea más que nunca. No fue nuestro fin de semana. ¡Teníamos para mucho más! Gran trabajo de todo el equipo y de @lance_stroll que hizo un gran fin de semana ¡Regresaremos más fuertes!  https://t.co/WK18MO0zyk",es,3936,0,"Bueno, se van las primeras 3 del año, estamos en la pelea más que nunca. No fue nuestro fin de semana. ¡Teníamos para mucho más! Gran trabajo de todo el equipo y de que hizo un gran fin de semana ¡Regresaremos más fuertes!"
2368,Hungary_20,SChecoPerez,2020-07-18 18:08:09+00:00,"¡Gran trabajo de todo el equipo!
¡De mi parte contento con el 4to! No me sentí bien durante la calificación físicamente, pero aun así un buen resultado para pelear mañana. ¡Vamos por una gran carrera! #HungarianGP https://t.co/9uStn48QAZ",es,9215,0,"¡Gran trabajo de todo el equipo! ¡De mi parte contento con el 4to! No me sentí bien durante la calificación físicamente, pero aun así un buen resultado para pelear mañana. ¡Vamos por una gran carrera! #HungarianGP"
2369,Hungary_20,GeorgeRussell63,2020-07-19 17:04:31+00:00,"3 great Saturdays. 3 tough Sundays. 

Bring on the next 3, starting at home 🇬🇧💪 https://t.co/sTgPGxl5mQ",en,9880,0,"3 great Saturdays. 3 tough Sundays. Bring on the next 3, starting at home 🇬🇧flexed_biceps"
2370,Hungary_20,GeorgeRussell63,2020-07-19 11:32:05+00:00,It's happening... ☔👀 https://t.co/CDeAj34gFF,en,15353,0,It's happening... umbrella_with_rain_dropseyes
2371,Hungary_20,GeorgeRussell63,2020-07-18 14:51:01+00:00,Love a P12!! YES!! 👍 https://t.co/dvOIbxKWAE,en,39127,0,Love a P12!! YES!! thumbs_up
2372,Hungary_20,GeorgeRussell63,2020-07-18 14:03:37+00:00,Quite like this track 🙌,en,22935,0,Quite like this track raising_hands
2373,Hungary_20,Carlossainz55,2020-07-20 09:24:16+00:00,@JonRahmpga que orgullo volver a ver a un español liderar el ranking mundial! Vaya tornéazo este fin de semana! Enhorabuena!,es,79,0,que orgullo volver a ver a un español liderar el ranking mundial! Vaya tornéazo este fin de semana! Enhorabuena!
2374,Hungary_20,Carlossainz55,2020-07-19 15:30:45+00:00,"🇭🇺Carrera dura. Gran salida, pero hemos perdido muchas posiciones en la 1a parada por tráfico en el pitlane. Ha sido difícil remontar, pero hemos llegado a los puntos, contento. A descansar y trabajar en el coche hasta Silverstone!

👉https://t.co/GzDIAZ1wdM https://t.co/dni1IlNWiv",es,2193,0,"🇭🇺Carrera dura. Gran salida, pero hemos perdido muchas posiciones en la 1a parada por tráfico en el pitlane. Ha sido difícil remontar, pero hemos llegado a los puntos, contento. A descansar y trabajar en el coche hasta Silverstone! backhand_index_pointing_right"
2375,Hungary_20,Carlossainz55,2020-07-19 15:24:46+00:00,"🇭🇺Tough race today. Great start, but we lost several positions in the 1st pitstop due to traffic on the pitlane. It was difficult to recover, but we fought our way back to the points, so happy for that. Time to keep working on the car before Silverstone!
👉https://t.co/UyfoU5Hjq6 https://t.co/jTTbE5Ga4N",en,3498,0,"🇭🇺Tough race today. Great start, but we lost several positions in the 1st pitstop due to traffic on the pitlane. It was difficult to recover, but we fought our way back to the points, so happy for that. Time to keep working on the car before Silverstone! backhand_index_pointing_right"
2376,Hungary_20,Carlossainz55,2020-07-18 16:20:14+00:00,"🇭🇺Hemos mejorado desde ayer pero aún tenemos dificultades en el último sector. Hay margen de mejora, aunque podemos estar satisfechos de tener ambos coches Top 10. Empezar mañana con goma usada puede ser complicado, pero intentaremos sumar puntos aquí!

👉https://t.co/wIMhfBsi74 https://t.co/IUUy2Y6uAf",es,1565,0,"🇭🇺Hemos mejorado desde ayer pero aún tenemos dificultades en el último sector. Hay margen de mejora, aunque podemos estar satisfechos de tener ambos coches Top 10. Empezar mañana con goma usada puede ser complicado, pero intentaremos sumar puntos aquí! backhand_index_pointing_right"
2377,Hungary_20,LewisHamilton,2020-07-19 19:44:22+00:00,https://t.co/ZpBH0WJ8rf,zxx,45152,1,
2378,Hungary_20,LewisHamilton,2020-07-19 12:36:38+00:00,https://t.co/bqmwInrOcI,zxx,25316,1,
2379,Hungary_20,LewisHamilton,2020-07-18 14:31:08+00:00,@MercedesAMGF1 @F1 @PET_Motorsports 🙌🏾,qme,4185,1,raising_handsmedium-dark_skin_tone
2380,Hungary_20,LewisHamilton,2020-07-18 14:28:10+00:00,My 90th pole position! And my 7th pole position in Hungary 🤘🏾🔥 Those qualifying laps felt great. I’m focused as ever for tomorrow. Still feels strange not having you guys there cheering us on but I hope you’re all staying safe. Sending you all positive vibes 🙏🏾 #HungarianGP https://t.co/RGxcPXmuU0,en,33190,1,My 90th pole position! And my 7th pole position in Hungary sign_of_the_hornsmedium-dark_skin_tonefire Those qualifying laps felt great. I’m focused as ever for tomorrow. Still feels strange not having you guys there cheering us on but I hope you’re all staying safe. Sending you all positive vibes folded_handsmedium-dark_skin_tone #HungarianGP
2381,Hungary_20,LewisHamilton,2020-07-18 13:02:41+00:00,Qualifying time 💪🏾 #HungarianGP https://t.co/jLQFaCm5tl,en,11951,1,Qualifying time flexed_bicepsmedium-dark_skin_tone #HungarianGP
2382,Hungary_20,LewisHamilton,2020-07-18 12:40:08+00:00,"Madiba, there is not a day that goes by that I don’t miss you. Your legacy still shines so bright. You inspire me everyday and I’m forever honoured to have shared this moment with you. Happy Birthday Madiba🖤 We continue to fight for you ✊🏾
#NelsonMandela https://t.co/lDL9GPLvih",en,29457,1,"Madiba, there is not a day that goes by that I don’t miss you. Your legacy still shines so bright. You inspire me everyday and I’m forever honoured to have shared this moment with you. Happy Birthday Madibablack_heart We continue to fight for you raised_fistmedium-dark_skin_tone #NelsonMandela"
2383,Hungary_20,LandoNorris,2020-07-20 19:47:47+00:00,@F1 @Charles_Leclerc Would say Charles is more part time tbh... 😬🤷‍♂️,en,11719,0,Would say Charles is more part time tbh... grimacing_faceperson_shrugging‍male_sign️
2384,Hungary_20,LandoNorris,2020-07-20 08:25:57+00:00,"See you next year, Hungary ✌️🇭🇺 https://t.co/kZoXeThKs1",en,20714,0,"See you next year, Hungary victory_hand️🇭🇺"
2385,Hungary_20,LandoNorris,2020-07-19 21:49:35+00:00,"""If you want to go fast, go alone. If you want to go far, go together."" - 3 long weeks for my team. Thought they could use a couple more hands. 🧡 https://t.co/4LIizGuDh8",en,71240,0,"""If you want to go fast, go alone. If you want to go far, go together."" - 3 long weeks for my team. Thought they could use a couple more hands. 🧡"
2386,Hungary_20,LandoNorris,2020-07-19 20:29:32+00:00,P13 😣 Not the result we wanted today. Was all on me. Gotta take it on the chin and make sure I do better next time. Still did a Last Lap Lando tho... Thx for the support! Peace &amp; Love everyone✌️#LLL #HungarianGP,en,31121,0,P13 persevering_face Not the result we wanted today. Was all on me. Gotta take it on the chin and make sure I do better next time. Still did a Last Lap Lando tho... Thx for the support! Peace &amp; Love everyonevictory_hand️#LLL #HungarianGP
2387,Hungary_20,LandoNorris,2020-07-18 17:17:10+00:00,@PhilHansonRace @AlbuquerqueFil @UnitedAutosport Did he lift in Signe? 🤔👶,en,66,0,Did he lift in Signe? thinking_facebaby
2388,Hungary_20,LandoNorris,2020-07-18 09:39:35+00:00,Qualifying day https://t.co/osmUixECYJ,en,16855,0,Qualifying day
2389,Hungary_20,LandoNorris,2020-07-18 07:02:06+00:00,Yeah let him. Me. ✨,en,17921,0,Yeah let him. Me. sparkles
2390,Hungary_20,KevinMagnussen,2020-07-19 17:52:23+00:00,@RGrosjean @HaasF1Team Thanks buddy 🙏🏻 Shame about the damage on your car otherwise we might have had two cars in the points!,en,1561,0,Thanks buddy folded_handslight_skin_tone Shame about the damage on your car otherwise we might have had two cars in the points!
2391,Hungary_20,KevinMagnussen,2020-07-19 16:36:36+00:00,"YEAH! First points of the season! 💪🏼 Suuuch a great effort from the whole team making that tyre choice on the formation lap. Was tough in the end, but we managed to keep 9th and get two little but very valuable points. Awesome 👊🏼😊 https://t.co/AHNLFEXYNY",en,6125,0,"YEAH! First points of the season! flexed_bicepsmedium-light_skin_tone Suuuch a great effort from the whole team making that tyre choice on the formation lap. Was tough in the end, but we managed to keep 9th and get two little but very valuable points. Awesome oncoming_fistmedium-light_skin_tonesmiling_face_with_smiling_eyes"
2392,Hungary_20,KevinMagnussen,2020-07-18 15:00:58+00:00,Not the qualifying result we were hoping for but tomorrow could be wet and eventful - We’ll be ready to fight 💪🏼 https://t.co/YhCuG0b8oY,en,879,0,Not the qualifying result we were hoping for but tomorrow could be wet and eventful - We’ll be ready to fight flexed_bicepsmedium-light_skin_tone
2393,Hungary_20,PierreGASLY,2020-07-19 14:33:18+00:00,"I guess that’s motorsport.. 
Drivetrain issue today, we tried to fix the issue from the start but impossible so we had to retire the car. 3rd issue in 3 days, not our weekend, lets reset &amp; focus on Silverstone. https://t.co/bxD0rAveh4",en,7326,0,"I guess that’s motorsport.. Drivetrain issue today, we tried to fix the issue from the start but impossible so we had to retire the car. 3rd issue in 3 days, not our weekend, lets reset &amp; focus on Silverstone."
2394,Hungary_20,PierreGASLY,2020-07-19 11:24:38+00:00,"My 50th race in @F1 today. 
Lets have a good one!✊🏼 @AlphaTauriF1 https://t.co/qzi5KdySJf",en,6081,0,My 50th race in today. Lets have a good one!raised_fistmedium-light_skin_tone
2395,Hungary_20,PierreGASLY,2020-07-18 17:52:24+00:00,Amazing to be in Q3 again!! 10th in qualifying after a challenging WE so far with some technical issues for us. The team is doing everything to fix it for tomorrow. Should be good fun looking at the weather!!⛈⛈⛈ https://t.co/HbvaKA0dVv,en,3647,0,Amazing to be in Q3 again!! 10th in qualifying after a challenging WE so far with some technical issues for us. The team is doing everything to fix it for tomorrow. Should be good fun looking at the weather!!cloud_with_lightning_and_raincloud_with_lightning_and_raincloud_with_lightning_and_rain
2396,Hungary_20,lance_stroll,2020-07-19 16:12:56+00:00,Yes guys!!! P4!!! 🤜🤛 https://t.co/Vf7finPAXs,en,15268,0,Yes guys!!! P4!!! right-facing_fistleft-facing_fist
2397,Hungary_20,lance_stroll,2020-07-18 16:48:06+00:00,P3⃣ https://t.co/OcP4uaVG4F,und,15950,0,P3⃣
2398,Hungary_20,SchumacherMick,2020-07-19 20:43:17+00:00,#HungarianGP #F2🇭🇺 @prema_team @FIA_F2 @insideFDA #essereferrari @DVAG @UnderArmour #TheOnlyWayIsThrough @Richard_Mille @RAVENOL_Germany @ssischaefer_gp @ssischaefer_de #thinktomorrow @keepfighting https://t.co/UcgYnj5GMs,qme,1437,0,#HungarianGP #F2🇭🇺 #essereferrari #TheOnlyWayIsThrough #thinktomorrow
2399,Hungary_20,SchumacherMick,2020-07-19 11:31:49+00:00,P3️⃣ again - two podiums in two days - a great yield! What the team delivered this weekend was sensational. @prema_team @FIA_F2 #F2 @insideFDA #essereFerrari #HungarianGP 🇭🇺 https://t.co/2KbMddPSYC,en,2481,0,P3️⃣ again - two podiums in two days - a great yield! What the team delivered this weekend was sensational. #F2 #essereFerrari #HungarianGP 🇭🇺
2400,Hungary_20,SchumacherMick,2020-07-19 10:24:39+00:00,"Sprint Race: P3 (28 laps, gap +11.7s)",en,2602,0,"Sprint Race: P3 (28 laps, gap +11.7s)"
2401,Hungary_20,SchumacherMick,2020-07-18 19:19:33+00:00,P3️⃣ brings me back on the podium here in Hungary! I‘m very happy with our performance today. Tomorrow we want to follow up directly in the Sprint Race and prove the great quality of our package once again. @prema_team @insideFDA #essereFerrari @FIA_F2 #F2 #HungarianGP 🇭🇺 https://t.co/ePUxodsYeZ,en,2470,0,P3️⃣ brings me back on the podium here in Hungary! I‘m very happy with our performance today. Tomorrow we want to follow up directly in the Sprint Race and prove the great quality of our package once again. #essereFerrari #F2 #HungarianGP 🇭🇺
2402,Hungary_20,SchumacherMick,2020-07-18 16:39:59+00:00,"Feature Race: P3 (37 laps, gap +23.0s)",en,2071,0,"Feature Race: P3 (37 laps, gap +23.0s)"
2403,Hungary_20,NicholasLatifi,2020-07-20 13:56:47+00:00,It was a good start at least!🚀💦 Up 5 positions! #NL6 #F1,en,1069,0,It was a good start at least!rocketsweat_droplets Up 5 positions! #NL6 #F1
2404,Hungary_20,NicholasLatifi,2020-07-19 21:05:10+00:00,I speak Canadian Eh!!!🍁🇨🇦 #NL6,en,9803,0,I speak Canadian Eh!!!maple_leaf🇨🇦 #NL6
2405,Hungary_20,NicholasLatifi,2020-07-19 16:36:29+00:00,Today just wasn’t to be. Got an amazing start and first few laps but it all came undone after getting a puncture after the pit stop. Sustained a lot of floor damage bringing the car back to the pits and from then the race was over. Full focus on Silverstone now! #NL6 #F1 https://t.co/BrCxagTbVt,en,1265,0,Today just wasn’t to be. Got an amazing start and first few laps but it all came undone after getting a puncture after the pit stop. Sustained a lot of floor damage bringing the car back to the pits and from then the race was over. Full focus on Silverstone now! #NL6 #F1
2406,Hungary_20,NicholasLatifi,2020-07-18 15:34:40+00:00,First time through to Q2!✅😬 Amazing team effort from everyone at @williamsracing 👏🏻 Still a lot of work to do but both cars through on merit this weekend is a huge achievement for everyone on track and back at the factory! Let’s push for tomorrow now!👊🏻 #HungarianGP #NL6 #F1 https://t.co/BTEkY5cVav,en,2762,0,First time through to Q2!white_heavy_check_markgrimacing_face Amazing team effort from everyone at clapping_handslight_skin_tone Still a lot of work to do but both cars through on merit this weekend is a huge achievement for everyone on track and back at the factory! Let’s push for tomorrow now!oncoming_fistlight_skin_tone #HungarianGP #NL6 #F1
2407,Hungary_20,Anto_Giovinazzi,2020-07-20 08:14:35+00:00,"L'ho scritto sul casco, ma lo porto nel cuore ❤️
#ForzaAlex https://t.co/AD7LIODKec",it,1012,0,"L'ho scritto sul casco, ma lo porto nel cuore red_heart️ #ForzaAlex"
2408,Hungary_20,Anto_Giovinazzi,2020-07-19 16:29:07+00:00,"Oggi siamo questi, dobbiamo lavorare con tutte le nostre forze per tornare a emozionarci.
.
I don’t believe in miracles, I believe in hard work. This is what I’ve always done and forever I’ll do.
#F1 #HungarianGP🇭🇺 #AG99💙 #AlfaRomeoRacing https://t.co/kCacKRQRZv",en,342,0,"Oggi siamo questi, dobbiamo lavorare con tutte le nostre forze per tornare a emozionarci. . I don’t believe in miracles, I believe in hard work. This is what I’ve always done and forever I’ll do. #F1 #HungarianGP🇭🇺 #AG99blue_heart #AlfaRomeoRacing"
2409,Hungary_20,Anto_Giovinazzi,2020-07-18 17:23:35+00:00,"Domani è un altro giorno...
#HungarianGP🇭🇺 #AlfaRomeoRacing #AG99🐝 https://t.co/0BNKr2zRyN",it,551,0,Domani è un altro giorno... #HungarianGP🇭🇺 #AlfaRomeoRacing #AG99honeybee
2410,Hungary_19,Max33Verstappen,2019-08-05 07:33:41+00:00,Great first half of the season from these record breaking boys 👊🏻 https://t.co/mAsEK9BlvZ,en,6723,0,Great first half of the season from these record breaking boys oncoming_fistlight_skin_tone
2411,Hungary_19,Max33Verstappen,2019-08-05 07:27:15+00:00,Summer break ☀️ #signingoff https://t.co/EtQXop7IiV,en,10242,0,Summer break sun️ #signingoff
2412,Hungary_19,Max33Verstappen,2019-08-04 16:29:51+00:00,"I gave it my all and we were close. Despite not winning, we had a good day and a great weekend 👊🏻 We will keep working hard to improve #KeepPushing #HungarianGP 🇭🇺 https://t.co/oOlCOHHf5a",en,21960,0,"I gave it my all and we were close. Despite not winning, we had a good day and a great weekend oncoming_fistlight_skin_tone We will keep working hard to improve #KeepPushing #HungarianGP 🇭🇺"
2413,Hungary_19,Max33Verstappen,2019-08-04 08:17:18+00:00,R A C E D A Y 💪🏻 Let’s go for it! 🦁 #UnleashTheLion #KeepPushing #HungarianGP 🇭🇺 https://t.co/NhdTp4JH66,en,11367,0,R A C E D A Y flexed_bicepslight_skin_tone Let’s go for it! lion_face #UnleashTheLion #KeepPushing #HungarianGP 🇭🇺
2414,Hungary_19,Max33Verstappen,2019-08-03 15:07:20+00:00,"Very happy with my first P O L E! 💪 Big thanks to @redbullracing and @HondaRacingF1, for a perfect job and stunning car! 👍 #KeepPushing #HungarianGP https://t.co/5shc2fs8nt",en,35131,0,Very happy with my first P O L E! flexed_biceps Big thanks to and for a perfect job and stunning car! thumbs_up #KeepPushing #HungarianGP
2415,Hungary_19,Max33Verstappen,2019-08-03 08:38:42+00:00,I’m ready for the all-important qualifying day! 🦁 #UnleashTheLion #KeepPushing #HungarianGP 🇭🇺 https://t.co/XYBbsAlVeh,en,9342,0,I’m ready for the all-important qualifying day! lion_face #UnleashTheLion #KeepPushing #HungarianGP 🇭🇺
2416,Hungary_19,Charles_Leclerc,2019-08-04 18:26:40+00:00,"We had to maximise the points today and that's what we did. P3 and P4 for the team, not much more in that. Summer break starting now and back on track in 3 weeks in Spa.
📸: @kymillman https://t.co/PaIQtVoJnr",en,8630,0,"We had to maximise the points today and that's what we did. P3 and P4 for the team, not much more in that. Summer break starting now and back on track in 3 weeks in Spa. camera_with_flash:"
2417,Hungary_19,SChecoPerez,2019-08-04 17:14:26+00:00,"Hoy hicimos una muy buena carrera con una gran primera vuelta que nos puso en la zona de puntos, pero faltando 4 vueltas nos rebasaron y quedamos fuera de los puntos. Ahora toca descansar y recargar energías para hacer una gran segunda parte! #NeverGiveUP #Checo11 #HungarianGP https://t.co/tvQKDtCnnv",es,1022,0,"Hoy hicimos una muy buena carrera con una gran primera vuelta que nos puso en la zona de puntos, pero faltando 4 vueltas nos rebasaron y quedamos fuera de los puntos. Ahora toca descansar y recargar energías para hacer una gran segunda parte! #NeverGiveUP #Checo11 #HungarianGP"
2418,Hungary_19,SChecoPerez,2019-08-03 18:05:18+00:00,No tuvimos buen ritmo hoy pero mañana voy a pelear en la pista por un buen resultado! 💪 ••• I didn’t have good pace today but tomorrow I’ll fight on track for a good result! 💪 #NeverGiveUP #HungarianGP 🇭🇺 #Checo11 https://t.co/RPo29ptKOV,es,891,0,No tuvimos buen ritmo hoy pero mañana voy a pelear en la pista por un buen resultado! flexed_biceps ••• I didn’t have good pace today but tomorrow I’ll fight on track for a good result! flexed_biceps #NeverGiveUP #HungarianGP 🇭🇺 #Checo11
2419,Hungary_19,GeorgeRussell63,2019-08-05 18:12:43+00:00,Waiting for Belgium like... 😒 #F1 https://t.co/JlJKi4SZR3,en,2780,0,Waiting for Belgium like... unamused_face #F1
2420,Hungary_19,GeorgeRussell63,2019-08-04 16:45:32+00:00,"Felt good to be racing 👊

Still not where we want to be but we made a big step forward this weekend 💪

#F1 #HungarianGP 🇭🇺
📸 x @MSI_Images https://t.co/Nuepltv3Uf",en,3163,0,Felt good to be racing oncoming_fist Still not where we want to be but we made a big step forward this weekend flexed_biceps #F1 #HungarianGP 🇭🇺 camera_with_flash x
